,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crimetype
2035,Karkala,1.0,12.0,0.0,53.0,1,0,1,0,1,Missing case
2036,Udupi,4.0,12.0,1.0,38.0,1,0,2,1,1,Other case
2037,Amasebailu,4.0,12.0,0.0,23.0,1,0,5,3,1,Other case
2039,Byndoor,2.0,12.0,0.0,42.0,1,0,5,6,1,Accident case
2041,Amasebailu,4.0,12.0,0.0,23.0,1,0,3,0,1,Jugari case
2042,Hiriyadka,3.0,12.0,0.0,19.0,0,1,5,2,0,Accident case
2043,Udupi,3.0,12.0,0.0,32.0,1,0,1,2,1,Accident case
2044,Amasebailu,3.0,12.0,0.0,47.0,1,0,1,0,1,Jugari case
2045,Byndoor,2.0,12.0,1.0,1.0,1,0,1,1,1,Other case
2046,Byndoor,2.0,12.0,1.0,1.0,1,0,1,0,1,Other case
2047,Udupi,3.0,12.0,1.0,24.0,1,0,2,2,1,Accident case
2048,Kota,0.0,12.0,0.0,34.0,1,0,1,0,1,Accident case
2049,Kota,1.0,12.0,1.0,34.0,1,0,1,0,1,Accident case
2050,Udupi,0.0,12.0,1.0,36.0,1,0,4,2,1,Accident case
2052,Manipal,6.0,4.0,1.0,30.0,1,0,1,0,1,Accident case
2053,Udupi,5.0,4.0,1.0,45.0,1,0,1,0,1,Accident case
2054,Kota,6.0,4.0,1.0,1.0,0,0,1,2,2,Other case
2055,Kundapur,6.0,4.0,0.0,43.0,1,0,3,2,1,Other case
2057,Byndoor,6.0,4.0,0.0,39.0,0,0,3,1,2,Other case
2058,Kundapur,4.0,4.0,1.0,46.0,1,0,3,1,1,Accident case
2059,Kota,4.0,4.0,1.0,67.0,1,0,1,0,1,Accident case
2060,Udupi,5.0,4.0,0.0,68.0,1,0,1,1,1,Accident case
2061,Udupi,5.0,4.0,0.0,54.0,0,0,0,1,2,Accident case
2062,Manipal,4.0,4.0,1.0,48.0,1,0,1,0,1,Theft case
2063,Udupi,1.0,3.0,0.0,39.0,0,1,0,7,0,Other case
2064,Udupi,5.0,4.0,1.0,75.0,0,0,1,1,2,Other case
2065,Udupi,4.0,6.0,0.0,55.0,1,0,5,9,1,Other case
2066,Manipal,4.0,4.0,0.0,39.0,1,0,5,5,1,Other case
2067,Kota,4.0,4.0,1.0,39.0,0,0,0,0,2,Accident case
2068,Kundapur,4.0,4.0,1.0,42.0,0,0,3,1,2,Theft case
2069,Udupi,5.0,4.0,1.0,39.0,1,0,2,1,1,Other case
2070,Karkala,2.0,7.0,0.0,42.0,0,0,0,1,2,Other case
2071,Sirva,4.0,4.0,1.0,21.0,0,0,1,3,2,Other case
2072,Kota,3.0,4.0,0.0,30.0,1,0,2,2,1,Accident case
2073,Kota,3.0,4.0,0.0,30.0,1,0,1,0,1,Accident case
2074,Udupi,4.0,4.0,0.0,59.0,1,0,2,3,1,Accident case
2076,Udupi,2.0,4.0,0.0,47.0,0,0,3,1,2,Accident case
2077,Udupi,1.0,4.0,1.0,39.0,1,0,2,0,1,Accident case
2078,Udupi,3.0,4.0,0.0,39.0,1,0,2,1,1,Jugari case
2079,Udupi,3.0,4.0,0.0,36.0,1,0,1,1,1,Accident case
2080,Kollur,0.0,4.0,0.0,24.0,1,0,2,0,1,Other case
2082,Kundapur,3.0,4.0,0.0,39.0,1,0,5,0,1,Fraud case
2083,Shankaranarayana,2.0,4.0,1.0,53.0,1,0,3,1,1,Theft case
2084,Kundapur,2.0,12.0,0.0,70.0,1,0,3,1,1,Theft case
2085,Udupi,0.0,4.0,0.0,48.0,0,0,2,2,2,Theft case
2086,Karkala,2.0,7.0,0.0,23.0,1,0,2,5,1,Theft case
2087,Udupi,2.0,4.0,0.0,29.0,1,0,2,0,1,Theft case
2088,Hiriyadka,4.0,4.0,0.0,31.0,1,0,1,1,1,Theft case
2089,Byndoor,2.0,7.0,0.0,63.0,1,0,1,6,1,Fraud case
2090,Karkala,2.0,7.0,0.0,1.0,1,0,1,0,1,Other case
2091,Udupi,1.0,4.0,0.0,29.0,1,0,1,0,1,Accident case
2092,Kota,1.0,4.0,0.0,45.0,1,0,2,0,1,Accident case
2093,Udupi,2.0,4.0,0.0,65.0,1,0,2,0,1,Accident case
2094,Kundapur,1.0,4.0,0.0,45.0,0,1,0,2,0,Accident case
2095,Udupi,6.0,4.0,1.0,39.0,0,0,0,0,2,Theft case
2096,Sirva,2.0,7.0,0.0,58.0,1,0,2,0,1,Other case
2097,Udupi,1.0,4.0,1.0,46.0,0,1,1,1,0,Other case
2098,Udupi,5.0,4.0,0.0,25.0,1,0,1,0,1,Other case
2099,Hiriyadka,6.0,4.0,1.0,33.0,0,0,2,1,2,Accident case
2100,Hiriyadka,2.0,5.0,0.0,46.0,1,0,2,1,1,Accident case
2101,Byndoor,3.0,5.0,1.0,26.0,0,0,1,1,2,Accident case
2102,Udupi,3.0,5.0,1.0,35.0,1,0,2,1,1,Other case
2103,Udupi,2.0,3.0,0.0,28.0,0,0,1,3,2,Other case
2104,Kundapur,3.0,5.0,0.0,29.0,0,0,1,1,2,Other case
2105,Udupi,3.0,5.0,1.0,34.0,1,0,1,1,1,Other case
2106,Udupi,3.0,5.0,0.0,56.0,0,0,0,3,2,Other case
2107,Kundapur,2.0,5.0,0.0,40.0,0,0,0,0,2,Accident case
2108,Udupi,0.0,4.0,0.0,35.0,0,0,0,2,2,Accident case
2109,Kota,2.0,5.0,0.0,57.0,0,0,0,0,2,Theft case
2110,Udupi,2.0,5.0,1.0,52.0,1,0,2,0,1,Accident case
2111,Kota,2.0,5.0,0.0,30.0,0,0,0,0,2,Accident case
2112,Kollur,2.0,5.0,1.0,26.0,1,0,2,0,1,Accident case
2113,Kundapur,2.0,5.0,0.0,40.0,0,0,0,0,2,Accident case
2114,Udupi,2.0,7.0,0.0,39.0,1,0,4,0,1,Accident case
2115,Sirva,2.0,7.0,1.0,39.0,0,0,0,0,2,Accident case
2116,Shankaranarayana,2.0,5.0,1.0,24.0,0,0,0,0,2,Other case
2117,Shankaranarayana,1.0,4.0,0.0,45.0,0,1,4,2,0,Accident case
2118,Kota,1.0,4.0,0.0,48.0,0,0,0,1,2,Accident case
2119,Udupi,1.0,4.0,1.0,38.0,1,0,2,1,1,Accident case
2120,Karkala,1.0,4.0,1.0,37.0,1,0,1,0,1,Accident case
2121,Byndoor,2.0,7.0,0.0,46.0,0,0,0,0,2,Missing case
2122,Amasebailu,0.0,4.0,0.0,51.0,0,1,1,1,0,Accident case
2123,Hebri,1.0,4.0,1.0,26.0,1,0,1,0,1,Accident case
2124,Kollur,6.0,4.0,1.0,38.0,0,1,1,4,0,Other case
2125,Udupi,1.0,4.0,1.0,21.0,1,0,1,1,1,Accident case
2126,Karkala,5.0,4.0,1.0,39.0,0,0,0,5,2,Accident case
2127,Karkala,6.0,4.0,1.0,43.0,0,0,1,2,2,Accident case
2129,Manipal,0.0,12.0,0.0,27.0,0,1,0,1,0,Other case
2130,Udupi,0.0,4.0,0.0,29.0,1,0,2,0,1,Accident case
2131,Karkala,3.0,4.0,0.0,63.0,0,0,1,1,2,Accident case
2132,Udupi,0.0,4.0,0.0,42.0,1,0,3,0,1,Accident case
2133,Karkala,0.0,4.0,0.0,42.0,0,0,0,1,2,Accident case
2134,Kundapur,0.0,4.0,0.0,31.0,1,0,1,0,1,Accident case
2135,Kundapur,0.0,4.0,0.0,54.0,1,0,1,0,1,Accident case
2136,Manipal,5.0,4.0,0.0,39.0,0,0,1,1,2,Accident case
2137,Kota,0.0,4.0,0.0,26.0,1,0,3,1,1,Accident case
2138,Udupi,1.0,4.0,0.0,39.0,0,0,0,0,2,Other case
2139,Udupi,1.0,4.0,0.0,1.0,0,0,0,1,2,Other case
2140,Hiriyadka,6.0,4.0,0.0,24.0,1,0,3,4,1,Accident case
2141,Kundapur,6.0,4.0,0.0,39.0,0,0,0,0,2,Accident case
2142,Sirva,6.0,4.0,0.0,42.0,0,1,1,1,0,Theft case
2143,Udupi,1.0,4.0,0.0,1.0,0,0,0,0,2,Other case
2144,Byndoor,0.0,5.0,0.0,39.0,0,0,1,2,2,Accident case
2145,Kaapu,0.0,5.0,1.0,19.0,1,0,1,1,1,Accident case
2146,Byndoor,3.0,11.0,0.0,27.0,0,0,4,2,2,Fraud case
2147,Udupi,1.0,5.0,0.0,39.0,1,0,2,1,1,Other case
2148,Karkala,4.0,5.0,1.0,33.0,0,1,1,1,0,Accident case
2149,Kundapur,2.0,7.0,1.0,39.0,0,0,0,0,2,Accident case
2150,Kundapur,0.0,5.0,0.0,39.0,1,0,3,1,1,Accident case
2151,Karkala,0.0,5.0,0.0,32.0,1,0,2,0,1,Accident case
2152,Kundapur,0.0,5.0,0.0,19.0,1,0,3,1,1,Accident case
2153,Udupi,6.0,5.0,0.0,33.0,0,1,2,1,0,Theft case
2154,Kundapur,1.0,11.0,0.0,59.0,1,0,3,0,1,Other case
2155,Kaapu,6.0,5.0,0.0,38.0,1,0,3,0,1,Accident case
2156,Udupi,6.0,5.0,1.0,39.0,0,0,0,0,2,Accident case
2157,Byndoor,6.0,5.0,0.0,49.0,1,0,1,1,1,Accident case
2158,Karkala,6.0,5.0,1.0,36.0,0,0,0,0,2,Theft case
2159,Udupi,6.0,5.0,0.0,45.0,0,0,0,2,2,Accident case
2160,Hebri,6.0,5.0,0.0,36.0,1,0,1,0,1,Accident case
2161,Kota,5.0,5.0,1.0,40.0,1,0,2,1,1,Accident case
2162,Kota,6.0,5.0,1.0,48.0,0,0,1,2,2,Accident case
2163,Ajekar,6.0,5.0,1.0,32.0,0,0,2,3,2,Accident case
2164,Shankaranarayana,6.0,5.0,1.0,44.0,1,0,2,0,1,Accident case
2165,Udupi,6.0,5.0,0.0,24.0,1,0,1,3,1,Missing case
2166,Hebri,5.0,5.0,1.0,39.0,0,0,0,1,2,Other case
2167,Kota,6.0,5.0,1.0,40.0,0,0,0,0,2,Other case
2168,Udupi,6.0,5.0,1.0,58.0,0,1,1,2,0,Accident case
2169,Kundapur,5.0,5.0,0.0,62.0,1,0,1,0,1,Theft case
2170,Udupi,4.0,5.0,1.0,27.0,1,0,3,2,1,Accident case
2171,Shankaranarayana,2.0,7.0,1.0,49.0,0,0,0,0,2,Accident case
2172,Shankaranarayana,2.0,7.0,1.0,24.0,1,0,1,1,1,Accident case
2173,Udupi,3.0,5.0,1.0,30.0,0,0,0,0,2,Theft case
2174,Udupi,4.0,5.0,0.0,50.0,1,0,1,0,1,Missing case
2175,Kundapur,3.0,5.0,1.0,18.0,0,0,0,0,2,Accident case
2176,Udupi,3.0,5.0,1.0,21.0,0,0,1,2,2,Accident case
2177,Kota,3.0,5.0,0.0,37.0,1,0,1,1,1,Theft case
2178,Kundapur,0.0,1.0,0.0,29.0,0,1,2,6,0,Other case
2179,Kundapur,2.0,7.0,0.0,58.0,1,0,3,0,1,Other case
2180,Kundapur,4.0,5.0,0.0,35.0,1,0,3,0,1,Other case
2181,Kundapur,4.0,5.0,0.0,34.0,0,1,0,4,0,Other case
2182,Kollur,1.0,5.0,0.0,38.0,0,0,0,0,2,Accident case
2183,Kota,0.0,5.0,1.0,24.0,0,0,0,1,2,Accident case
2184,Karkala,0.0,5.0,1.0,39.0,0,0,0,0,2,Accident case
2185,Karkala,0.0,5.0,1.0,39.0,0,0,0,1,2,Accident case
2186,Karkala,1.0,5.0,1.0,39.0,0,0,0,1,2,Accident case
2187,Udupi,0.0,5.0,1.0,36.0,0,0,0,1,2,Accident case
2188,Hebri,1.0,5.0,1.0,58.0,0,0,1,3,2,Accident case
2189,Udupi,6.0,5.0,0.0,43.0,1,0,3,1,1,Other case
2190,Byndoor,0.0,5.0,0.0,25.0,1,0,1,1,1,Accident case
2191,Udupi,4.0,5.0,0.0,69.0,0,0,0,0,2,Accident case
2192,Kollur,1.0,5.0,0.0,36.0,0,0,0,2,2,Accident case
2193,Udupi,5.0,5.0,1.0,71.0,0,1,3,2,0,Accident case
2194,Shankaranarayana,0.0,5.0,0.0,39.0,1,0,1,0,1,Accident case
2195,Kundapur,1.0,5.0,0.0,70.0,1,0,1,0,1,Accident case
2196,Kundapur,0.0,5.0,1.0,29.0,1,0,3,9,1,Other case
2197,Kundapur,6.0,5.0,1.0,50.0,0,0,0,0,2,Accident case
2198,Udupi,6.0,5.0,0.0,21.0,1,0,3,1,1,Accident case
2199,Byndoor,6.0,5.0,0.0,39.0,0,0,0,0,2,Accident case
2200,Kollur,5.0,5.0,1.0,39.0,1,0,3,1,1,Accident case
2201,Kundapur,5.0,5.0,1.0,39.0,0,0,0,0,2,Accident case
2202,Karkala,5.0,5.0,1.0,31.0,0,0,0,0,2,Accident case
2203,Ajekar,4.0,5.0,1.0,50.0,1,0,1,0,1,Accident case
2204,Kota,4.0,5.0,0.0,20.0,0,0,0,1,2,Accident case
2205,Udupi,5.0,5.0,0.0,42.0,1,0,2,0,1,Other case
2206,Kundapur,6.0,6.0,0.0,34.0,0,0,0,0,2,Accident case
2207,Udupi,6.0,6.0,0.0,41.0,0,0,3,3,2,Accident case
2208,Kundapur,6.0,6.0,0.0,61.0,1,0,1,0,1,Other case
2209,Kundapur,5.0,4.0,0.0,35.0,0,0,2,1,2,Other case
2210,Kundapur,6.0,6.0,1.0,34.0,0,0,0,1,2,Other case
2211,Udupi,6.0,6.0,0.0,25.0,0,0,1,2,2,Accident case
2212,Karkala,5.0,6.0,1.0,52.0,0,0,1,1,2,Accident case
2213,Amasebailu,4.0,5.0,0.0,39.0,1,0,3,0,1,Accident case
2214,Udupi,5.0,6.0,0.0,19.0,1,0,7,1,1,Accident case
2215,Udupi,3.0,5.0,0.0,34.0,0,1,0,1,0,Accident case
2216,Udupi,4.0,5.0,1.0,49.0,0,1,5,18,0,Violence Act in case
2217,Kundapur,4.0,5.0,1.0,26.0,0,1,1,2,0,Violence Act in case
2218,Kundapur,0.0,5.0,0.0,20.0,1,0,2,1,1,Missing case
2219,Manipal,2.0,5.0,0.0,38.0,1,0,3,0,1,Theft case
2220,Karkala,2.0,5.0,0.0,39.0,1,0,2,0,1,Accident case
2221,Kundapur,4.0,5.0,0.0,65.0,1,0,1,0,1,Accident case
2222,Udupi,3.0,5.0,1.0,29.0,1,0,3,0,1,Accident case
2223,Udupi,3.0,5.0,0.0,25.0,1,0,3,0,1,Accident case
2224,Sirva,4.0,5.0,0.0,70.0,0,0,0,0,2,Accident case
2225,Hiriyadka,3.0,5.0,0.0,48.0,1,0,1,0,1,Other case
2226,Kundapur,3.0,5.0,0.0,28.0,0,0,0,1,2,Other case
2227,Hiriyadka,2.0,5.0,1.0,1.0,0,0,0,1,2,Other case
2228,Byndoor,1.0,5.0,0.0,43.0,1,0,4,1,1,Accident case
2229,Udupi,1.0,5.0,1.0,35.0,0,0,1,2,2,Accident case
2230,Shankaranarayana,2.0,5.0,0.0,20.0,0,0,1,1,2,Accident case
2231,Udupi,2.0,5.0,0.0,28.0,1,0,2,3,1,Jugari case
2232,Udupi,2.0,5.0,1.0,35.0,1,0,3,2,1,Jugari case
2233,Amasebailu,2.0,5.0,0.0,69.0,1,0,2,2,1,Other case
2234,Udupi,6.0,6.0,0.0,35.0,1,0,2,0,1,Other case
2235,Udupi,6.0,4.0,0.0,34.0,1,0,5,2,1,Accident case
2236,Udupi,4.0,6.0,1.0,28.0,0,0,0,1,2,Missing case
2237,Udupi,5.0,6.0,0.0,47.0,1,0,1,0,1,Missing case
2239,Hiriyadka,4.0,5.0,0.0,26.0,1,0,2,0,1,Other case
2240,Udupi,4.0,6.0,0.0,39.0,1,0,5,1,1,Accident case
2241,Kundapur,4.0,6.0,1.0,80.0,1,0,2,0,1,Accident case
2242,Kollur,5.0,6.0,1.0,45.0,1,0,2,0,1,Accident case
2243,Byndoor,4.0,6.0,1.0,39.0,1,0,1,0,1,Other case
2245,Kota,4.0,6.0,1.0,49.0,1,0,1,0,1,Other case
2246,Kundapur,3.0,6.0,1.0,29.0,1,0,4,2,1,Violence Act in case
2247,Kundapur,3.0,6.0,1.0,40.0,0,0,1,3,2,Violence Act in case
2248,Kundapur,4.0,6.0,0.0,1.0,1,0,1,2,1,Other case
2249,Kundapur,3.0,6.0,0.0,39.0,1,0,2,1,1,Accident case
2250,Kota,2.0,6.0,0.0,38.0,1,0,2,5,1,Violence Act in case
2251,Kota,2.0,6.0,0.0,51.0,1,0,3,1,1,Violence Act in case
2252,Kollur,3.0,6.0,1.0,25.0,0,0,0,1,2,Other case
2253,Udupi,2.0,6.0,0.0,39.0,1,0,1,0,1,Accident case
2254,Udupi,3.0,6.0,1.0,42.0,0,0,1,2,2,Accident case
2255,Hebri,3.0,6.0,1.0,36.0,0,0,0,1,2,Accident case
2256,Udupi,0.0,10.0,0.0,77.0,0,0,3,6,2,Other case
2258,Byndoor,6.0,7.0,0.0,42.0,0,0,0,2,2,Accident case
2259,Karkala,0.0,7.0,0.0,40.0,0,0,0,0,2,Accident case
2260,Udupi,0.0,7.0,0.0,29.0,1,0,4,1,1,Jugari case
2261,Shankaranarayana,6.0,7.0,1.0,38.0,0,0,0,2,2,Other case
2262,Sirva,0.0,7.0,1.0,72.0,1,0,1,1,1,Other case
2264,Karkala,6.0,7.0,1.0,30.0,1,0,1,1,1,Accident case
2265,Udupi,6.0,7.0,1.0,39.0,1,0,1,2,1,Accident case
2266,Kundapur,6.0,7.0,1.0,65.0,1,0,2,3,1,Accident case
2267,Kota,6.0,7.0,1.0,39.0,1,0,1,1,1,Accident case
2268,Udupi,6.0,7.0,1.0,35.0,1,0,2,1,1,Accident case
2269,Udupi,5.0,7.0,0.0,65.0,1,0,2,1,1,Jugari case
2270,Kota,6.0,7.0,1.0,45.0,1,0,3,1,1,Jugari case
2271,Udupi,5.0,7.0,1.0,55.0,1,0,5,4,1,Other case
2272,Byndoor,5.0,7.0,0.0,39.0,1,0,1,1,1,Accident case
2273,Byndoor,5.0,7.0,1.0,36.0,1,0,1,1,1,Accident case
2274,Karkala,5.0,7.0,1.0,32.0,1,0,1,1,1,Jugari case
2275,Udupi,5.0,7.0,1.0,54.0,0,0,0,0,2,Jugari case
2276,Kundapur,5.0,7.0,0.0,46.0,1,0,1,2,1,Jugari case
2277,Karkala,5.0,7.0,1.0,42.0,0,0,0,2,2,Jugari case
2278,Udupi,5.0,7.0,0.0,39.0,1,0,1,0,1,Accident case
2279,Manipal,4.0,7.0,0.0,39.0,1,0,3,0,1,Other case
2280,Kundapur,3.0,7.0,0.0,31.0,1,0,2,4,1,Other case
2281,Udupi,2.0,7.0,0.0,39.0,0,0,0,0,2,Other case
2282,Udupi,4.0,7.0,0.0,38.0,1,0,2,4,1,Other case
2283,Kota,3.0,7.0,1.0,59.0,1,0,2,1,1,Accident case
2284,Udupi,3.0,7.0,1.0,53.0,1,0,4,0,1,Accident case
2285,Karkala,4.0,7.0,0.0,50.0,0,0,1,1,2,Accident case
2286,Udupi,4.0,7.0,1.0,40.0,1,0,2,0,1,Other case
2287,Karkala,6.0,6.0,0.0,43.0,0,0,0,0,2,Other case
2288,Karkala,2.0,7.0,1.0,20.0,1,0,1,0,1,Accident case
2289,Kundapur,2.0,7.0,1.0,41.0,0,1,0,2,0,Missing case
2292,Kota,3.0,7.0,1.0,1.0,1,0,1,2,1,Violence Act in case
2293,Manipal,0.0,7.0,0.0,64.0,1,0,2,3,1,Other case
2294,Byndoor,4.0,7.0,0.0,45.0,0,0,2,2,2,Other case
2295,Kota,4.0,7.0,1.0,43.0,1,0,1,0,1,Accident case
2296,Karkala,5.0,7.0,1.0,28.0,0,0,1,1,2,Accident case
2297,Kota,6.0,7.0,1.0,44.0,0,0,0,0,2,Theft case
2298,Kota,1.0,7.0,0.0,39.0,0,0,0,0,2,Theft case
2299,Karkala,0.0,7.0,1.0,1.0,0,0,0,0,2,Other case
2300,Udupi,6.0,7.0,0.0,32.0,0,0,0,1,2,Accident case
2301,Manipal,6.0,7.0,0.0,1.0,1,0,1,0,1,Other case
2302,Udupi,6.0,7.0,1.0,27.0,1,0,3,2,1,Other case
2303,Udupi,3.0,7.0,0.0,33.0,1,0,2,0,1,Other case
2304,Udupi,2.0,7.0,0.0,49.0,0,0,1,2,2,Other case
2305,Kundapur,6.0,7.0,0.0,27.0,0,0,0,0,2,Other case
2306,Manipal,5.0,7.0,0.0,23.0,0,0,2,1,2,Other case
2307,Kundapur,5.0,7.0,0.0,22.0,0,0,0,0,2,Accident case
2308,Udupi,5.0,7.0,0.0,36.0,1,0,1,1,1,Missing case
2309,Kundapur,5.0,5.0,0.0,39.0,1,0,1,0,1,Other case
2310,Udupi,4.0,7.0,0.0,56.0,0,0,0,2,2,Theft case
2311,Karkala,2.0,7.0,0.0,59.0,1,0,1,0,1,Theft case
2312,Udupi,3.0,7.0,1.0,68.0,1,0,4,1,1,Missing case
2313,Byndoor,4.0,7.0,0.0,46.0,0,0,0,3,2,Other case
2314,Udupi,4.0,7.0,0.0,27.0,1,0,2,0,1,Other case
2315,Kundapur,4.0,7.0,0.0,46.0,0,0,0,0,2,Accident case
2316,Udupi,3.0,7.0,1.0,68.0,1,0,3,2,1,Other case
2317,Udupi,4.0,7.0,0.0,18.0,1,0,1,0,1,Other case
2318,Karkala,3.0,7.0,0.0,39.0,0,1,0,1,0,Other case
2319,Byndoor,4.0,7.0,0.0,46.0,1,0,2,0,1,Other case
2320,Byndoor,3.0,7.0,0.0,45.0,1,0,1,0,1,Accident case
2321,Hebri,4.0,7.0,0.0,28.0,1,0,2,0,1,Accident case
2322,Hiriyadka,2.0,7.0,0.0,43.0,1,0,2,0,1,Missing case
2323,Kota,2.0,7.0,1.0,66.0,1,0,4,3,1,Other case
2324,Udupi,2.0,7.0,1.0,30.0,0,1,0,1,0,Other case
2325,Karkala,3.0,7.0,0.0,29.0,0,0,3,4,2,Other case
2326,Udupi,2.0,7.0,0.0,52.0,1,0,2,2,1,Accident case
2327,Manipal,3.0,7.0,0.0,39.0,0,0,0,2,2,Accident case
2328,Kundapur,2.0,7.0,1.0,32.0,1,0,1,0,1,Accident case
2329,Kundapur,0.0,6.0,1.0,38.0,1,0,7,0,1,Theft case
2330,Udupi,2.0,7.0,0.0,19.0,0,0,0,0,2,Missing case
2331,Udupi,6.0,7.0,0.0,33.0,1,0,4,1,1,Other case
2332,Udupi,5.0,4.0,0.0,44.0,0,0,1,2,2,Other case
2333,Udupi,3.0,5.0,0.0,45.0,0,0,0,1,2,Other case
2334,Karkala,2.0,7.0,1.0,39.0,0,0,0,1,2,Accident case
2335,Amasebailu,2.0,7.0,1.0,36.0,0,0,0,0,2,Accident case
2336,Karkala,3.0,6.0,0.0,51.0,1,0,3,1,1,Theft case
2337,Byndoor,1.0,8.0,1.0,65.0,1,0,2,0,1,Jugari case
2338,Udupi,1.0,8.0,0.0,35.0,1,0,2,0,1,Jugari case
2339,Shankaranarayana,6.0,8.0,0.0,27.0,1,0,3,0,1,Other case
2340,Udupi,1.0,8.0,0.0,39.0,1,0,1,0,1,Other case
2341,Udupi,1.0,8.0,1.0,21.0,1,0,2,0,1,Other case
2342,Udupi,2.0,7.0,0.0,28.0,1,0,1,0,1,Other case
2343,Sirva,0.0,8.0,1.0,52.0,1,0,2,0,1,Accident case
2344,Manipal,0.0,8.0,1.0,39.0,1,0,1,1,1,Accident case
2345,Karkala,1.0,7.0,0.0,55.0,0,0,0,0,2,Theft case
2346,Karkala,0.0,8.0,1.0,40.0,1,0,2,0,1,Jugari case
2347,Udupi,0.0,8.0,0.0,39.0,1,0,1,0,1,Other case
2348,Kundapur,0.0,8.0,1.0,36.0,0,0,0,0,2,Other case
2349,Shankaranarayana,6.0,8.0,0.0,32.0,0,0,0,0,2,Theft case
2350,Kundapur,0.0,8.0,1.0,53.0,1,0,1,0,1,Other case
2351,Karkala,5.0,8.0,1.0,43.0,0,0,0,1,2,Accident case
2352,Udupi,6.0,8.0,0.0,57.0,0,1,0,1,0,Accident case
2353,Sirva,0.0,8.0,0.0,42.0,1,0,1,0,1,Other case
2354,Kota,5.0,8.0,1.0,32.0,1,0,2,3,1,Accident case
2355,Kota,6.0,8.0,1.0,52.0,1,0,2,0,1,Jugari case
2356,Kundapur,2.0,7.0,0.0,33.0,1,0,1,0,1,Jugari case
2357,Karkala,3.0,5.0,0.0,53.0,1,0,2,1,1,Theft case
2358,Shankaranarayana,5.0,8.0,1.0,28.0,0,0,0,0,2,Other case
2359,Shankaranarayana,6.0,8.0,0.0,65.0,1,0,4,0,1,Other case
2360,Sirva,6.0,8.0,0.0,36.0,1,0,3,0,1,Other case
2361,Kundapur,6.0,8.0,1.0,70.0,1,0,4,1,1,Other case
2362,Kota,3.0,8.0,0.0,66.0,0,1,2,2,0,Other case
2363,Kundapur,5.0,8.0,1.0,39.0,1,0,1,1,1,Jugari case
2364,Udupi,5.0,8.0,1.0,39.0,1,0,1,2,1,Other case
2365,Udupi,5.0,8.0,1.0,39.0,1,0,1,0,1,Other case
2366,Udupi,5.0,8.0,1.0,39.0,1,0,1,0,1,Other case
2367,Shankaranarayana,5.0,8.0,0.0,47.0,1,0,2,0,1,Other case
2368,Kundapur,5.0,8.0,0.0,50.0,0,0,0,0,2,Accident case
2369,Kollur,4.0,8.0,0.0,41.0,0,0,1,1,2,Accident case
2370,Karkala,5.0,8.0,1.0,21.0,1,0,1,0,1,Accident case
2371,Udupi,4.0,8.0,0.0,71.0,0,0,0,0,2,Accident case
2372,Byndoor,2.0,7.0,0.0,70.0,0,0,0,0,2,Accident case
2373,Kundapur,3.0,8.0,1.0,39.0,0,0,0,1,2,Accident case
2377,Kollur,4.0,8.0,1.0,50.0,1,0,1,0,1,Theft case
2378,Kota,4.0,8.0,1.0,58.0,1,0,2,0,1,Accident case
2379,Udupi,5.0,8.0,0.0,38.0,1,0,4,0,1,Accident case
2380,Udupi,1.0,7.0,0.0,39.0,1,0,2,0,1,Fraud case
2381,Hebri,4.0,8.0,1.0,48.0,1,0,3,2,1,Accident case
2382,Kollur,3.0,8.0,0.0,32.0,1,0,2,1,1,Accident case
2383,Udupi,4.0,8.0,0.0,65.0,1,0,3,0,1,Accident case
2384,Sirva,4.0,8.0,0.0,50.0,1,0,2,3,1,Other case
2385,Kundapur,4.0,8.0,0.0,58.0,1,0,1,0,1,Other case
2386,Kundapur,2.0,8.0,1.0,34.0,1,0,1,1,1,Other case
2388,Manipal,2.0,8.0,1.0,75.0,0,1,4,3,0,Fraud case
2389,Kollur,2.0,8.0,1.0,33.0,0,0,0,0,2,Fraud case
2391,Udupi,1.0,8.0,0.0,28.0,1,0,1,0,1,Missing case
2395,Udupi,1.0,8.0,0.0,28.0,1,0,1,1,1,Other case
2396,Shankaranarayana,2.0,8.0,0.0,26.0,1,0,1,3,1,Other case
2397,Kundapur,0.0,8.0,0.0,38.0,0,0,0,0,2,Other case
2400,Shankaranarayana,2.0,8.0,0.0,47.0,0,0,0,0,2,Accident case
2401,Shankaranarayana,2.0,8.0,0.0,47.0,1,0,1,0,1,Missing case
2402,Udupi,2.0,8.0,0.0,49.0,0,0,1,1,2,Other case
2403,Kota,1.0,8.0,1.0,58.0,0,0,0,1,2,Accident case
2404,Byndoor,1.0,8.0,0.0,59.0,0,0,0,8,2,Other case
2405,Shankaranarayana,1.0,8.0,1.0,40.0,1,0,1,0,1,Other case
2406,Amasebailu,5.0,7.0,0.0,34.0,0,0,0,0,2,Other case
2407,Udupi,1.0,8.0,0.0,57.0,1,0,4,1,1,Jugari case
2408,Udupi,1.0,8.0,1.0,46.0,1,0,1,0,1,Jugari case
2409,Kundapur,1.0,8.0,1.0,40.0,0,0,0,0,2,Jugari case
2410,Udupi,0.0,8.0,1.0,55.0,0,0,0,0,2,Other case
2411,Byndoor,6.0,8.0,1.0,48.0,1,0,2,0,1,Accident case
2412,Udupi,0.0,8.0,0.0,39.0,1,0,1,0,1,Accident case
