,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crimetype
1320,Byndoor,2.0,6.0,1.0,26.0,0,0,1,1,2,Accident case
1321,Karkala,3.0,5.0,0.0,39.0,1,0,1,0,1,Other case
1322,Udupi,1.0,4.0,0.0,39.0,1,0,1,1,1,Other case
1323,Kundapur,3.0,4.0,0.0,41.0,1,0,1,1,1,Other case
1324,Kundapur,2.0,11.0,0.0,41.0,0,0,0,0,2,Other case
1325,Kundapur,2.0,4.0,0.0,28.0,1,0,1,1,1,Other case
1326,Kota,1.0,6.0,1.0,32.0,0,0,0,0,2,Accident case
1327,Udupi,6.0,6.0,1.0,33.0,1,0,4,0,1,Accident case
1328,Kota,2.0,6.0,0.0,45.0,0,0,1,1,2,Accident case
1329,Kota,1.0,6.0,1.0,31.0,0,0,0,0,2,Other case
1330,Karkala,1.0,6.0,1.0,65.0,1,0,2,1,1,Accident case
1331,Kundapur,0.0,6.0,1.0,39.0,0,0,0,0,2,Accident case
1332,Udupi,1.0,6.0,1.0,65.0,1,0,3,1,1,Other case
1333,Karkala,3.0,2.0,0.0,39.0,1,0,2,2,1,Other case
1334,Udupi,1.0,6.0,1.0,30.0,1,0,1,1,1,Other case
1335,Kota,5.0,6.0,0.0,44.0,1,0,2,0,1,Other case
1336,Kundapur,0.0,6.0,1.0,35.0,0,0,0,0,2,Accident case
1337,Kundapur,0.0,6.0,0.0,34.0,1,0,3,0,1,Accident case
1338,Kundapur,6.0,6.0,1.0,39.0,0,0,0,0,2,Accident case
1339,Kota,4.0,5.0,0.0,29.0,1,0,5,1,1,Missing case
1340,Kundapur,6.0,6.0,1.0,39.0,0,0,0,0,2,Accident case
1341,Udupi,6.0,6.0,1.0,27.0,1,0,3,1,1,Accident case
1342,Kota,6.0,6.0,0.0,35.0,1,0,2,1,1,Other case
1343,Kota,6.0,6.0,0.0,39.0,1,0,2,2,1,Other case
1344,Udupi,3.0,6.0,0.0,39.0,0,0,2,2,2,Other case
1345,Udupi,3.0,6.0,0.0,39.0,1,0,2,5,1,Other case
1346,Karkala,5.0,6.0,0.0,32.0,1,0,1,0,1,Other case
1347,Udupi,4.0,6.0,1.0,39.0,0,0,0,0,2,Theft case
1348,Udupi,4.0,6.0,1.0,39.0,0,0,0,1,2,Accident case
1349,Sirva,3.0,6.0,1.0,39.0,0,0,0,0,2,Theft case
1350,Ajekar,3.0,6.0,1.0,40.0,1,0,2,7,1,Other case
1351,Kundapur,4.0,6.0,1.0,38.0,1,0,2,2,1,Other case
1352,Kundapur,2.0,6.0,0.0,58.0,0,0,0,0,2,Accident case
1353,Udupi,3.0,6.0,0.0,42.0,1,0,2,1,1,Accident case
1354,Kundapur,3.0,6.0,1.0,28.0,1,0,2,0,1,Jugari case
1355,Byndoor,3.0,6.0,0.0,24.0,1,0,3,0,1,Other case
1356,Kundapur,6.0,6.0,1.0,36.0,0,0,0,2,2,Other case
1357,Kundapur,3.0,6.0,0.0,22.0,1,0,1,0,1,Accident case
1358,Kundapur,3.0,6.0,0.0,37.0,1,0,1,0,1,Accident case
1359,Udupi,4.0,6.0,1.0,44.0,1,0,2,1,1,Accident case
1360,Karkala,3.0,6.0,0.0,56.0,1,0,2,0,1,Missing case
1361,Kundapur,3.0,6.0,0.0,39.0,0,0,0,0,2,Theft case
1362,Manipal,2.0,6.0,0.0,39.0,0,0,0,0,2,Theft case
1363,Manipal,1.0,6.0,1.0,39.0,1,0,1,1,1,Accident case
1364,Amasebailu,1.0,6.0,0.0,45.0,1,0,1,0,1,Accident case
1365,Kundapur,2.0,6.0,0.0,42.0,0,0,4,3,2,Accident case
1366,Manipal,2.0,6.0,1.0,39.0,0,1,0,1,0,Theft case
1367,Karkala,2.0,7.0,0.0,39.0,0,0,0,0,2,Other case
1368,Byndoor,0.0,6.0,1.0,45.0,1,0,1,0,1,Other case
1369,Udupi,2.0,6.0,0.0,40.0,0,0,0,0,2,Other case
1370,Byndoor,4.0,5.0,0.0,38.0,0,0,0,0,2,Other case
1371,Kundapur,2.0,6.0,1.0,48.0,1,0,3,2,1,Other case
1372,Kundapur,0.0,6.0,0.0,32.0,0,0,0,0,2,Accident case
1373,Karkala,1.0,5.0,0.0,29.0,1,0,1,0,1,Missing case
1374,Karkala,2.0,6.0,0.0,52.0,1,0,1,0,1,Accident case
1375,Manipal,0.0,6.0,0.0,31.0,0,0,0,0,2,Theft case
1376,Kundapur,3.0,7.0,1.0,30.0,1,0,3,0,1,Other case
1377,Kundapur,1.0,6.0,1.0,20.0,0,0,0,0,2,Accident case
1378,Karkala,0.0,6.0,0.0,45.0,0,0,1,1,2,Accident case
1379,Byndoor,1.0,6.0,0.0,45.0,1,0,3,0,1,Accident case
1380,Sirva,6.0,6.0,1.0,49.0,1,0,2,0,1,Other case
1381,Kota,0.0,6.0,0.0,27.0,1,0,2,1,1,Accident case
1382,Karkala,0.0,6.0,1.0,25.0,0,0,2,1,2,Accident case
1383,Manipal,6.0,6.0,1.0,27.0,1,0,1,1,1,Accident case
1384,Udupi,6.0,6.0,0.0,39.0,1,0,2,0,1,Accident case
1387,Kundapur,0.0,12.0,0.0,33.0,0,0,0,1,2,Accident case
1388,Kundapur,6.0,6.0,0.0,17.0,1,0,4,0,1,Accident case
1389,Kundapur,6.0,6.0,0.0,17.0,1,0,1,0,1,Accident case
1390,Kundapur,4.0,6.0,1.0,1.0,0,0,0,0,2,Other case
1391,Kota,5.0,6.0,1.0,54.0,0,1,1,1,0,Other case
1392,Udupi,6.0,10.0,0.0,37.0,1,0,1,0,1,Other case
1393,Ajekar,5.0,6.0,0.0,45.0,1,0,4,1,1,Accident case
1394,Udupi,2.0,7.0,0.0,39.0,0,0,1,1,2,Other case
1395,Byndoor,2.0,7.0,0.0,1.0,1,0,1,0,1,Other case
1396,Byndoor,3.0,6.0,1.0,49.0,0,0,0,1,2,Accident case
1397,Kota,4.0,6.0,0.0,28.0,1,0,3,1,1,Accident case
1398,Karkala,0.0,6.0,0.0,38.0,1,0,4,1,1,Accident case
1399,Sirva,6.0,7.0,1.0,45.0,0,1,2,1,0,Accident case
1400,Byndoor,0.0,7.0,1.0,39.0,0,0,0,1,2,Accident case
1401,Udupi,0.0,7.0,1.0,39.0,1,0,2,0,1,Accident case
1402,Hiriyadka,6.0,7.0,1.0,30.0,0,0,0,0,2,Accident case
1403,Kundapur,0.0,1.0,0.0,56.0,0,1,3,2,0,Accident case
1404,Kundapur,6.0,7.0,1.0,17.0,0,0,0,0,2,Accident case
1405,Shankaranarayana,6.0,7.0,1.0,54.0,1,0,1,0,1,Other case
1406,Hiriyadka,6.0,7.0,0.0,36.0,1,0,2,1,1,Accident case
1407,Karkala,6.0,7.0,1.0,24.0,0,1,0,1,0,Accident case
1408,Hiriyadka,1.0,6.0,1.0,28.0,1,0,1,0,1,Missing case
1409,Karkala,6.0,7.0,0.0,22.0,1,0,1,0,1,Jugari case
1410,Byndoor,6.0,7.0,1.0,25.0,1,0,1,1,1,Jugari case
1411,Udupi,2.0,7.0,0.0,39.0,0,0,0,2,2,Other case
1412,Manipal,4.0,6.0,1.0,48.0,0,0,0,0,2,Theft case
1413,Karkala,4.0,6.0,1.0,39.0,1,0,1,0,1,Other case
1414,Shankaranarayana,6.0,7.0,1.0,22.0,1,0,2,1,1,Other case
1415,Byndoor,4.0,6.0,1.0,29.0,0,0,0,3,2,Accident case
1416,Byndoor,5.0,6.0,0.0,18.0,1,0,8,1,1,Accident case
1417,Byndoor,4.0,6.0,1.0,39.0,1,0,2,4,1,Other case
1418,Udupi,4.0,6.0,0.0,25.0,1,0,3,0,1,Accident case
1419,Kollur,5.0,4.0,1.0,43.0,1,0,1,2,1,Other case
1420,Kota,4.0,6.0,0.0,25.0,1,0,2,0,1,Other case
1421,Kota,4.0,6.0,1.0,39.0,0,0,0,2,2,Other case
1422,Udupi,0.0,1.0,0.0,41.0,1,0,2,1,1,Theft case
1423,Kota,3.0,6.0,0.0,36.0,1,0,1,0,1,Jugari case
1424,Kota,0.0,6.0,1.0,29.0,0,1,0,1,0,Accident case
1425,Kota,3.0,6.0,0.0,35.0,0,0,1,2,2,Other case
1426,Ajekar,5.0,6.0,1.0,50.0,0,0,0,0,2,Other case
1427,Manipal,0.0,6.0,1.0,37.0,1,0,1,1,1,Other case
1428,Amasebailu,2.0,6.0,0.0,40.0,1,0,1,2,1,Other case
1429,Udupi,1.0,7.0,1.0,25.0,0,0,0,1,2,Theft case
1430,Kota,6.0,7.0,1.0,22.0,0,0,0,1,2,Accident case
1431,Udupi,2.0,9.0,0.0,39.0,0,0,2,3,2,Other case
1432,Udupi,0.0,8.0,1.0,31.0,1,0,1,0,1,Other case
1433,Udupi,5.0,7.0,1.0,38.0,0,0,0,2,2,Accident case
1434,Karkala,5.0,7.0,1.0,44.0,1,0,4,3,1,Other case
1435,Hebri,5.0,7.0,0.0,36.0,0,1,1,2,0,Accident case
1436,Karkala,5.0,7.0,0.0,32.0,0,1,2,1,0,Accident case
1437,Udupi,5.0,7.0,1.0,39.0,0,0,1,1,2,Accident case
1438,Udupi,4.0,7.0,0.0,33.0,1,0,1,1,1,Accident case
1439,Udupi,4.0,7.0,0.0,52.0,0,0,0,4,2,Accident case
1440,Karkala,4.0,7.0,1.0,20.0,1,0,2,0,1,Accident case
1441,Hiriyadka,4.0,7.0,0.0,39.0,1,0,2,0,1,Accident case
1442,Byndoor,4.0,7.0,1.0,37.0,1,0,1,0,1,Other case
1443,Udupi,2.0,7.0,0.0,35.0,0,0,0,0,2,Accident case
1444,Shankaranarayana,3.0,7.0,1.0,54.0,0,1,0,1,0,Accident case
1445,Udupi,3.0,7.0,0.0,55.0,0,0,0,0,2,Accident case
1446,Amasebailu,1.0,7.0,1.0,39.0,0,0,0,0,2,Theft case
1447,Kundapur,1.0,7.0,0.0,48.0,0,0,0,0,2,Theft case
1448,Hebri,3.0,7.0,0.0,36.0,0,0,0,2,2,Jugari case
1449,Kundapur,4.0,5.0,0.0,59.0,0,0,2,1,2,Other case
1450,Kollur,3.0,7.0,0.0,42.0,0,0,0,1,2,Other case
1451,Karkala,2.0,7.0,1.0,38.0,0,0,0,0,2,Accident case
1452,Kundapur,2.0,7.0,1.0,26.0,1,0,2,0,1,Other case
1453,Kundapur,2.0,7.0,1.0,35.0,0,1,1,1,0,Accident case
1454,Ajekar,1.0,7.0,0.0,34.0,0,0,1,1,2,Theft case
1455,Udupi,2.0,7.0,1.0,57.0,1,0,2,0,1,Jugari case
1456,Udupi,2.0,7.0,1.0,39.0,0,0,0,0,2,Jugari case
1457,Udupi,5.0,7.0,1.0,39.0,0,0,0,1,2,Accident case
1458,Udupi,3.0,7.0,0.0,40.0,0,0,0,0,2,Theft case
1459,Karkala,2.0,7.0,0.0,32.0,1,0,1,0,1,Fraud case
1460,Karkala,5.0,4.0,0.0,39.0,0,0,0,0,2,Fraud case
1461,Byndoor,2.0,7.0,0.0,58.0,0,0,0,0,2,Other case
1462,Udupi,3.0,7.0,0.0,57.0,0,0,0,1,2,Theft case
1463,Byndoor,4.0,7.0,0.0,20.0,1,0,1,1,1,Other case
1464,Kundapur,2.0,7.0,0.0,1.0,0,0,0,1,2,Other case
1465,Kota,2.0,7.0,1.0,42.0,0,0,1,1,2,Accident case
1466,Udupi,3.0,7.0,1.0,30.0,1,0,3,2,1,Accident case
1467,Kundapur,3.0,7.0,0.0,48.0,1,0,1,0,1,Accident case
1468,Udupi,2.0,7.0,0.0,39.0,1,0,2,1,1,Other case
1469,Udupi,6.0,8.0,0.0,19.0,1,0,2,2,1,Accident case
1470,Shankaranarayana,6.0,8.0,0.0,40.0,1,0,1,0,1,Jugari case
1471,Udupi,5.0,8.0,1.0,53.0,1,0,2,0,1,Jugari case
1472,Hebri,6.0,8.0,0.0,30.0,1,0,2,0,1,Other case
1473,Byndoor,4.0,8.0,1.0,57.0,0,0,0,1,2,Other case
1474,Karkala,5.0,8.0,1.0,41.0,0,0,0,0,2,Other case
1475,Kollur,2.0,7.0,0.0,80.0,0,0,0,0,2,Other case
1476,Udupi,4.0,8.0,1.0,39.0,0,0,0,1,2,Accident case
1477,Amasebailu,6.0,8.0,0.0,22.0,1,0,2,0,1,Other case
1478,Udupi,5.0,8.0,1.0,20.0,1,0,2,0,1,Accident case
1479,Kundapur,5.0,8.0,0.0,35.0,1,0,2,2,1,Jugari case
1480,Kundapur,5.0,8.0,0.0,24.0,1,0,3,1,1,Jugari case
1481,Udupi,4.0,7.0,1.0,80.0,0,0,0,0,2,Other case
1482,Hebri,3.0,8.0,0.0,41.0,1,0,1,0,1,Accident case
1483,Kundapur,4.0,8.0,0.0,49.0,1,0,2,0,1,Jugari case
1484,Kundapur,4.0,8.0,1.0,60.0,1,0,2,0,1,Jugari case
1485,Hiriyadka,4.0,8.0,0.0,31.0,0,0,0,0,2,Other case
1486,Byndoor,3.0,8.0,0.0,24.0,0,1,2,1,0,Other case
1487,Hebri,0.0,8.0,0.0,26.0,1,0,2,0,1,Other case
1488,Kundapur,2.0,8.0,0.0,29.0,0,0,0,0,2,Accident case
1489,Byndoor,2.0,7.0,0.0,32.0,1,0,2,1,1,Accident case
1490,Udupi,6.0,8.0,1.0,47.0,0,0,0,0,2,Other case
1491,Kundapur,2.0,8.0,1.0,53.0,1,0,4,2,1,Other case
1492,Hiriyadka,2.0,8.0,0.0,45.0,1,0,1,0,1,Other case
1493,Karkala,1.0,8.0,1.0,21.0,0,0,0,1,2,Accident case
1494,Byndoor,1.0,8.0,1.0,28.0,1,0,1,1,1,Jugari case
1495,Kota,1.0,8.0,0.0,36.0,1,0,2,0,1,Jugari case
1496,Udupi,1.0,8.0,0.0,29.0,1,0,1,1,1,Jugari case
1497,Udupi,1.0,8.0,1.0,53.0,1,0,1,2,1,Jugari case
1498,Udupi,1.0,8.0,0.0,39.0,1,0,3,0,1,Jugari case
1499,Udupi,1.0,8.0,0.0,29.0,0,0,0,0,2,Jugari case
1500,Shankaranarayana,1.0,8.0,0.0,70.0,0,0,0,0,2,Jugari case
1501,Manipal,1.0,8.0,1.0,35.0,1,0,1,0,1,Jugari case
1502,Udupi,1.0,8.0,1.0,35.0,1,0,3,0,1,Jugari case
1503,Udupi,1.0,8.0,0.0,25.0,1,0,3,0,1,Jugari case
1504,Udupi,1.0,8.0,1.0,60.0,1,0,3,0,1,Jugari case
1505,Kundapur,1.0,8.0,1.0,39.0,1,0,1,0,1,Other case
1506,Sirva,1.0,8.0,1.0,35.0,1,0,2,1,1,Other case
1507,Hebri,1.0,8.0,0.0,36.0,0,0,5,2,2,Accident case
1508,Manipal,0.0,8.0,1.0,39.0,1,0,1,0,1,Theft case
1509,Udupi,0.0,8.0,0.0,35.0,1,0,1,1,1,Theft case
1510,Kota,1.0,8.0,0.0,43.0,1,0,2,2,1,Jugari case
1511,Udupi,1.0,8.0,1.0,39.0,1,0,1,0,1,Jugari case
1512,Kundapur,1.0,8.0,1.0,50.0,0,0,0,0,2,Jugari case
1513,Kundapur,1.0,8.0,0.0,36.0,0,0,0,0,2,Other case
1514,Udupi,0.0,8.0,1.0,39.0,0,0,0,0,2,Jugari case
1515,Udupi,0.0,8.0,0.0,48.0,1,0,2,0,1,Other case
1516,Kundapur,0.0,8.0,0.0,69.0,1,0,2,0,1,Accident case
1517,Karkala,0.0,8.0,0.0,20.0,1,0,1,0,1,Accident case
1518,Hiriyadka,6.0,8.0,0.0,43.0,1,0,2,0,1,Accident case
1519,Udupi,5.0,8.0,0.0,34.0,1,0,2,2,1,Jugari case
1520,Udupi,6.0,8.0,1.0,1.0,1,0,1,1,1,Jugari case
1521,Sirva,6.0,8.0,0.0,1.0,1,0,2,0,1,Jugari case
1523,Udupi,6.0,8.0,1.0,53.0,1,0,2,11,1,Accident case
1524,Hiriyadka,3.0,8.0,1.0,40.0,1,0,2,0,1,Accident case
1525,Kota,4.0,8.0,0.0,27.0,1,0,4,0,1,Accident case
1526,Udupi,5.0,8.0,1.0,43.0,1,0,1,0,1,Accident case
1527,Udupi,6.0,8.0,0.0,52.0,1,0,1,0,1,Accident case
1528,Udupi,6.0,8.0,0.0,24.0,1,0,1,0,1,Accident case
1529,Hiriyadka,1.0,8.0,1.0,38.0,1,0,6,1,1,Jugari case
1530,Udupi,5.0,8.0,1.0,1.0,1,0,2,0,1,Jugari case
1531,Manipal,6.0,8.0,1.0,34.0,0,0,0,0,2,Jugari case
1532,Kundapur,5.0,8.0,1.0,23.0,0,0,1,3,2,Other case
1533,Hebri,2.0,7.0,1.0,29.0,0,0,0,2,2,Accident case
1534,Kota,5.0,8.0,0.0,28.0,1,0,2,1,1,Accident case
1535,Udupi,0.0,5.0,0.0,25.0,0,1,0,1,0,Other case
1536,Udupi,6.0,9.0,1.0,32.0,1,0,2,1,1,Accident case
1537,Udupi,4.0,8.0,0.0,39.0,1,0,4,0,1,Theft case
1538,Udupi,6.0,9.0,1.0,47.0,0,0,0,2,2,Other case
1539,Udupi,5.0,9.0,0.0,59.0,1,0,1,1,1,Accident case
1540,Kundapur,5.0,9.0,0.0,38.0,0,0,0,0,2,Accident case
1541,Byndoor,6.0,9.0,0.0,39.0,0,0,1,1,2,Accident case
1543,Manipal,5.0,9.0,1.0,39.0,1,0,2,0,1,Accident case
1544,Udupi,5.0,9.0,0.0,18.0,1,0,2,2,1,Accident case
1545,Hiriyadka,5.0,9.0,0.0,29.0,1,0,8,1,1,Jugari case
1546,Byndoor,5.0,9.0,0.0,21.0,1,0,1,1,1,Jugari case
1547,Udupi,5.0,9.0,1.0,35.0,1,0,2,0,1,Jugari case
1548,Manipal,4.0,8.0,1.0,18.0,0,0,0,0,2,Other case
1549,Manipal,4.0,8.0,1.0,18.0,0,0,0,0,2,Other case
1550,Manipal,2.0,7.0,1.0,18.0,0,0,0,1,2,Other case
1551,Byndoor,4.0,8.0,1.0,47.0,1,0,5,0,1,Other case
1552,Byndoor,4.0,8.0,1.0,42.0,0,0,0,0,2,Other case
1553,Kota,4.0,8.0,1.0,21.0,0,0,0,1,2,Accident case
1554,Hiriyadka,4.0,8.0,0.0,37.0,1,0,2,0,1,Jugari case
1555,Kundapur,2.0,7.0,1.0,24.0,1,0,1,1,1,Jugari case
1556,Ajekar,5.0,9.0,1.0,40.0,1,0,2,1,1,Jugari case
1557,Sirva,5.0,9.0,1.0,49.0,1,0,2,0,1,Jugari case
1558,Karkala,5.0,9.0,0.0,33.0,1,0,1,0,1,Jugari case
1559,Udupi,4.0,8.0,1.0,39.0,1,0,1,0,1,Jugari case
1560,Kota,5.0,9.0,0.0,46.0,1,0,2,1,1,Jugari case
1561,Karkala,5.0,9.0,1.0,42.0,1,0,2,0,1,Jugari case
1562,Kollur,2.0,8.0,1.0,25.0,0,0,0,0,2,Other case
1563,Udupi,2.0,8.0,0.0,39.0,0,1,1,6,0,Other case
1564,Byndoor,4.0,8.0,0.0,41.0,1,0,4,0,1,Accident case
1565,Kundapur,4.0,8.0,0.0,39.0,0,0,0,0,2,Accident case
1566,Byndoor,4.0,8.0,0.0,29.0,0,0,0,2,2,Jugari case
1567,Hebri,4.0,8.0,1.0,45.0,1,0,2,0,1,Jugari case
1568,Hebri,4.0,8.0,1.0,53.0,1,0,3,0,1,Jugari case
1569,Kundapur,4.0,8.0,1.0,40.0,1,0,2,0,1,Jugari case
1570,Kundapur,4.0,8.0,1.0,49.0,1,0,2,0,1,Jugari case
1571,Shankaranarayana,4.0,8.0,0.0,57.0,1,0,1,0,1,Jugari case
1572,Udupi,4.0,8.0,0.0,52.0,0,0,1,1,2,Jugari case
1573,Udupi,4.0,8.0,0.0,3.0,0,0,0,0,2,Jugari case
1574,Udupi,4.0,8.0,1.0,25.0,1,0,1,0,1,Jugari case
1575,Udupi,4.0,8.0,1.0,35.0,1,0,5,0,1,Jugari case
1576,Udupi,4.0,8.0,1.0,22.0,1,0,4,0,1,Other case
1577,Kundapur,3.0,8.0,0.0,34.0,1,0,1,0,1,Other case
1578,Udupi,6.0,9.0,1.0,39.0,0,0,0,0,2,Accident case
1579,Byndoor,0.0,9.0,1.0,33.0,0,1,1,2,0,Accident case
1580,Kundapur,1.0,9.0,1.0,29.0,1,0,3,1,1,Other case
1581,Karkala,0.0,9.0,1.0,36.0,1,0,2,1,1,Accident case
1582,Byndoor,4.0,7.0,0.0,30.0,0,0,2,2,2,Theft case
1583,Shankaranarayana,0.0,9.0,0.0,39.0,0,0,0,0,2,Accident case
1584,Udupi,0.0,9.0,1.0,49.0,1,0,2,3,1,Accident case
1585,Udupi,0.0,9.0,0.0,50.0,1,0,4,0,1,Jugari case
1586,Udupi,0.0,9.0,0.0,27.0,1,0,2,2,1,Jugari case
1587,Ajekar,0.0,9.0,1.0,40.0,1,0,1,2,1,Jugari case
1588,Byndoor,0.0,9.0,1.0,42.0,1,0,1,0,1,Jugari case
1589,Manipal,6.0,9.0,1.0,41.0,1,0,1,0,1,Other case
1590,Amasebailu,0.0,9.0,1.0,27.0,1,0,3,2,1,Other case
1591,Udupi,6.0,9.0,1.0,48.0,1,0,2,0,1,Other case
1592,Kollur,6.0,9.0,1.0,52.0,0,0,0,0,2,Accident case
1593,Kundapur,6.0,9.0,1.0,34.0,1,0,1,3,1,Accident case
1594,Udupi,5.0,9.0,0.0,39.0,0,0,0,0,2,Other case
1595,Amasebailu,4.0,8.0,0.0,30.0,1,0,3,2,1,Other case
1596,Hebri,2.0,9.0,0.0,39.0,1,0,2,0,1,Accident case
1597,Byndoor,6.0,9.0,0.0,39.0,1,0,4,5,1,Other case
1598,Byndoor,6.0,9.0,1.0,48.0,1,0,3,0,1,Other case
1599,Kundapur,6.0,9.0,1.0,62.0,1,0,2,1,1,Other case
1600,Kundapur,5.0,9.0,1.0,21.0,0,0,0,0,2,Accident case
1601,Udupi,6.0,9.0,1.0,60.0,1,0,2,0,1,Accident case
1602,Karkala,5.0,9.0,1.0,26.0,0,0,0,0,2,Accident case
1603,Kota,6.0,9.0,0.0,18.0,0,0,0,0,2,Accident case
1604,Udupi,6.0,9.0,0.0,46.0,1,0,1,0,1,Other case
1605,Udupi,5.0,9.0,1.0,55.0,1,0,1,1,1,Other case
1606,Udupi,2.0,7.0,0.0,39.0,1,0,2,0,1,Other case
1607,Amasebailu,5.0,9.0,0.0,46.0,0,0,0,1,2,Other case
1608,Shankaranarayana,3.0,9.0,0.0,30.0,1,0,1,0,1,Other case
1609,Udupi,5.0,9.0,1.0,37.0,1,0,1,2,1,Accident case
1610,Udupi,5.0,9.0,0.0,38.0,1,0,1,1,1,Jugari case
1611,Kota,5.0,9.0,0.0,52.0,1,0,2,0,1,Jugari case
1612,Hebri,3.0,9.0,0.0,55.0,1,0,1,2,1,Accident case
1613,Kundapur,4.0,9.0,1.0,50.0,1,0,2,1,1,Other case
1614,Udupi,3.0,9.0,1.0,31.0,1,0,1,0,1,Other case
1615,Kundapur,3.0,9.0,1.0,65.0,1,0,2,1,1,Jugari case
1616,Byndoor,3.0,9.0,1.0,39.0,1,0,1,0,1,Jugari case
1617,Udupi,3.0,9.0,0.0,50.0,1,0,3,2,1,Other case
1618,Kollur,1.0,9.0,1.0,29.0,1,0,1,1,1,Other case
1619,Kota,2.0,7.0,1.0,34.0,1,0,1,2,1,Other case
1620,Kota,3.0,9.0,0.0,39.0,0,0,0,0,2,Other case
1621,Kota,0.0,4.0,0.0,42.0,1,0,1,0,1,Fraud case
1622,Udupi,5.0,9.0,0.0,39.0,0,0,2,3,2,Fraud case
1623,Manipal,2.0,9.0,1.0,39.0,1,0,1,2,1,Accident case
1624,Kundapur,2.0,9.0,0.0,1.0,1,0,2,1,1,Other case
1625,Kollur,1.0,5.0,0.0,52.0,0,0,2,4,2,Other case
1626,Hiriyadka,2.0,9.0,1.0,44.0,0,0,0,2,2,Other case
1627,Udupi,0.0,9.0,0.0,39.0,1,0,3,5,1,Other case
1628,Kota,6.0,9.0,0.0,39.0,1,0,2,0,1,Accident case
1629,Kaapu,1.0,9.0,0.0,47.0,1,0,3,0,1,Accident case
1630,Kollur,0.0,9.0,0.0,56.0,1,0,1,2,1,Other case
1631,Kota,6.0,9.0,0.0,39.0,1,0,2,0,1,Accident case
1632,Udupi,1.0,9.0,0.0,47.0,1,0,1,3,1,Accident case
1633,Kollur,0.0,9.0,0.0,56.0,1,0,1,2,1,Other case
1634,Kundapur,0.0,9.0,0.0,20.0,1,0,2,0,1,Accident case
1635,Shankaranarayana,4.0,9.0,1.0,30.0,0,0,0,0,2,Accident case
1636,Udupi,6.0,12.0,0.0,39.0,0,0,2,4,2,Fraud case
1637,Udupi,1.0,9.0,0.0,48.0,1,0,4,2,1,Accident case
1638,Sirva,0.0,9.0,0.0,59.0,1,0,2,1,1,Jugari case
1639,Kundapur,0.0,9.0,0.0,13.0,1,0,2,2,1,Accident case
1640,Udupi,6.0,9.0,0.0,29.0,1,0,1,1,1,Jugari case
1641,Kundapur,6.0,9.0,0.0,17.0,1,0,1,0,1,Accident case
1642,Kundapur,6.0,9.0,0.0,49.0,1,0,1,0,1,Other case
1643,Udupi,6.0,9.0,1.0,25.0,1,0,3,0,1,Other case
1644,Udupi,5.0,9.0,0.0,39.0,1,0,5,0,1,Other case
1645,Karkala,4.0,10.0,1.0,41.0,0,0,0,0,2,Accident case
1646,Kollur,4.0,10.0,1.0,49.0,1,0,3,1,1,Accident case
1647,Kollur,3.0,10.0,0.0,34.0,1,0,1,0,1,Jugari case
1648,Sirva,3.0,10.0,0.0,18.0,0,0,0,0,2,Other case
1650,Udupi,2.0,10.0,1.0,54.0,1,0,4,0,1,Accident case
1651,Udupi,2.0,10.0,0.0,70.0,0,0,2,5,2,Other case
1652,Udupi,2.0,10.0,1.0,62.0,1,0,2,0,1,Other case
1653,Kota,3.0,10.0,1.0,27.0,1,0,2,1,1,Other case
1654,Udupi,5.0,9.0,0.0,39.0,1,0,2,5,1,Other case
1655,Udupi,5.0,9.0,0.0,39.0,0,0,0,7,2,Other case
1656,Udupi,5.0,9.0,0.0,39.0,0,0,1,6,2,Other case
1657,Kollur,1.0,10.0,0.0,27.0,1,0,2,0,1,Accident case
1658,Udupi,6.0,9.0,1.0,39.0,0,0,0,0,2,Other case
1659,Shankaranarayana,2.0,7.0,0.0,50.0,1,0,3,0,1,Other case
1660,Udupi,0.0,7.0,0.0,34.0,1,0,1,1,1,Other case
1661,Udupi,2.0,7.0,0.0,44.0,0,0,0,0,2,Other case
1662,Udupi,2.0,7.0,0.0,44.0,0,0,0,0,2,Other case
1663,Sirva,2.0,10.0,0.0,29.0,1,0,3,1,1,Accident case
1664,Udupi,2.0,10.0,1.0,58.0,1,0,1,2,1,Accident case
1665,Manipal,2.0,10.0,0.0,20.0,0,0,0,0,2,Other case
1666,Manipal,2.0,10.0,0.0,20.0,0,0,0,0,2,Other case
1667,Byndoor,1.0,10.0,1.0,53.0,0,1,1,5,0,Other case
1668,Byndoor,1.0,10.0,1.0,59.0,1,0,3,2,1,Other case
1669,Kota,1.0,10.0,0.0,47.0,0,0,2,3,2,Accident case
1670,Udupi,2.0,10.0,0.0,15.0,0,0,2,1,2,Accident case
1671,Udupi,1.0,10.0,1.0,51.0,0,0,0,0,2,Theft case
1672,Udupi,1.0,10.0,1.0,1.0,0,0,2,3,2,Other case
1673,Udupi,1.0,10.0,1.0,39.0,0,0,1,1,2,Accident case
1674,Kota,0.0,10.0,1.0,36.0,1,0,1,0,1,Accident case
1675,Kota,1.0,10.0,1.0,41.0,0,0,0,0,2,Other case
1676,Kundapur,1.0,10.0,1.0,21.0,0,0,0,0,2,Other case
1677,Byndoor,2.0,9.0,1.0,39.0,0,1,4,4,0,Other case
1678,Udupi,1.0,10.0,0.0,35.0,1,0,1,0,1,Accident case
1679,Shankaranarayana,1.0,10.0,1.0,39.0,1,0,3,0,1,Accident case
